	指标	地区	年	数据	行业	行业指标
2671	制造业城镇私营企业和个体就业人员	广西壮族自治区	2017	38.2488	制造业城镇	人员
2672	制造业城镇私营企业和个体就业人员	广西壮族自治区	2016	35.1478	制造业城镇	人员
2673	制造业城镇私营企业和个体就业人员	广西壮族自治区	2015	32.5879	制造业城镇	人员
2674	制造业城镇私营企业和个体就业人员	广西壮族自治区	2014	31.7837	制造业城镇	人员
2675	制造业城镇私营企业和个体就业人员	广西壮族自治区	2013	30.99	制造业城镇	人员
2676	制造业城镇私营企业和个体就业人员	广西壮族自治区	2012	34.0214	制造业城镇	人员
2677	制造业城镇私营企业和个体就业人员	广西壮族自治区	2011	35.8754	制造业城镇	人员
2678	制造业城镇私营企业和个体就业人员	广西壮族自治区	2010	34.7107	制造业城镇	人员
2679	制造业城镇私营企业和个体就业人员	广西壮族自治区	2009	31.3734	制造业城镇	人员
2680	制造业城镇私营企业和个体就业人员	海南省	2018		制造业城镇	人员
2681	制造业城镇私营企业和个体就业人员	海南省	2017	5.193	制造业城镇	人员
2682	制造业城镇私营企业和个体就业人员	海南省	2016	5.2336	制造业城镇	人员
2683	制造业城镇私营企业和个体就业人员	海南省	2015	5.8001	制造业城镇	人员
2684	制造业城镇私营企业和个体就业人员	海南省	2014	5.6104	制造业城镇	人员
2685	制造业城镇私营企业和个体就业人员	海南省	2013	5.1853	制造业城镇	人员
2686	制造业城镇私营企业和个体就业人员	海南省	2012	4.6369	制造业城镇	人员
2687	制造业城镇私营企业和个体就业人员	海南省	2011	4.6395	制造业城镇	人员
2688	制造业城镇私营企业和个体就业人员	海南省	2010	4.4208	制造业城镇	人员
2689	制造业城镇私营企业和个体就业人员	海南省	2009	4.0377	制造业城镇	人员
2690	制造业城镇私营企业和个体就业人员	重庆市	2018		制造业城镇	人员
2691	制造业城镇私营企业和个体就业人员	重庆市	2017	62.7466	制造业城镇	人员
2692	制造业城镇私营企业和个体就业人员	重庆市	2016	59.5653	制造业城镇	人员
2693	制造业城镇私营企业和个体就业人员	重庆市	2015	57.4009	制造业城镇	人员
2694	制造业城镇私营企业和个体就业人员	重庆市	2014	53.1048	制造业城镇	人员
2695	制造业城镇私营企业和个体就业人员	重庆市	2013	47.4186	制造业城镇	人员
2696	制造业城镇私营企业和个体就业人员	重庆市	2012	43.0419	制造业城镇	人员
2697	制造业城镇私营企业和个体就业人员	重庆市	2011	38.7024	制造业城镇	人员
2698	制造业城镇私营企业和个体就业人员	重庆市	2010	30.0551	制造业城镇	人员
2699	制造业城镇私营企业和个体就业人员	重庆市	2009	28.4249	制造业城镇	人员
2700	制造业城镇私营企业和个体就业人员	四川省	2018		制造业城镇	人员
2701	制造业城镇私营企业和个体就业人员	四川省	2017	40.209	制造业城镇	人员
2702	制造业城镇私营企业和个体就业人员	四川省	2016	90.344	制造业城镇	人员
2703	制造业城镇私营企业和个体就业人员	四川省	2015	94.1491	制造业城镇	人员
2704	制造业城镇私营企业和个体就业人员	四川省	2014	114.4077	制造业城镇	人员
2705	制造业城镇私营企业和个体就业人员	四川省	2013	59.7544	制造业城镇	人员
2706	制造业城镇私营企业和个体就业人员	四川省	2012	63.3548	制造业城镇	人员
2707	制造业城镇私营企业和个体就业人员	四川省	2011	62.9639	制造业城镇	人员
2708	制造业城镇私营企业和个体就业人员	四川省	2010	64.1775	制造业城镇	人员
2709	制造业城镇私营企业和个体就业人员	四川省	2009	62.0321	制造业城镇	人员
2710	制造业城镇私营企业和个体就业人员	贵州省	2018		制造业城镇	人员
2711	制造业城镇私营企业和个体就业人员	贵州省	2017	16.3835	制造业城镇	人员
2712	制造业城镇私营企业和个体就业人员	贵州省	2016	17.1382	制造业城镇	人员
2713	制造业城镇私营企业和个体就业人员	贵州省	2015	17.8973	制造业城镇	人员
2714	制造业城镇私营企业和个体就业人员	贵州省	2014	16.8	制造业城镇	人员
2715	制造业城镇私营企业和个体就业人员	贵州省	2013	15.1471	制造业城镇	人员
2716	制造业城镇私营企业和个体就业人员	贵州省	2012	14.5748	制造业城镇	人员
2717	制造业城镇私营企业和个体就业人员	贵州省	2011	14.2081	制造业城镇	人员
2718	制造业城镇私营企业和个体就业人员	贵州省	2010	13.0148	制造业城镇	人员
2719	制造业城镇私营企业和个体就业人员	贵州省	2009	12.8645	制造业城镇	人员
2720	制造业城镇私营企业和个体就业人员	云南省	2018		制造业城镇	人员
2721	制造业城镇私营企业和个体就业人员	云南省	2017	31.4206	制造业城镇	人员
2722	制造业城镇私营企业和个体就业人员	云南省	2016	24.1947	制造业城镇	人员
2723	制造业城镇私营企业和个体就业人员	云南省	2015	13.924000000000001	制造业城镇	人员
2724	制造业城镇私营企业和个体就业人员	云南省	2014	48.0176	制造业城镇	人员
2725	制造业城镇私营企业和个体就业人员	云南省	2013	46.4907	制造业城镇	人员
2726	制造业城镇私营企业和个体就业人员	云南省	2012	46.6927	制造业城镇	人员
2727	制造业城镇私营企业和个体就业人员	云南省	2011	47.0833	制造业城镇	人员
2728	制造业城镇私营企业和个体就业人员	云南省	2010	45.0237	制造业城镇	人员
2729	制造业城镇私营企业和个体就业人员	云南省	2009	39.0764	制造业城镇	人员
2730	制造业城镇私营企业和个体就业人员	西藏自治区	2018		制造业城镇	人员
2731	制造业城镇私营企业和个体就业人员	西藏自治区	2017	5.575	制造业城镇	人员
2732	制造业城镇私营企业和个体就业人员	西藏自治区	2016	5.147	制造业城镇	人员
2733	制造业城镇私营企业和个体就业人员	西藏自治区	2015	3.5598	制造业城镇	人员
2734	制造业城镇私营企业和个体就业人员	西藏自治区	2014	2.3214	制造业城镇	人员
2735	制造业城镇私营企业和个体就业人员	西藏自治区	2013	2.0385	制造业城镇	人员
2736	制造业城镇私营企业和个体就业人员	西藏自治区	2012	2.4208	制造业城镇	人员
2737	制造业城镇私营企业和个体就业人员	西藏自治区	2011	2.2379	制造业城镇	人员
2738	制造业城镇私营企业和个体就业人员	西藏自治区	2010	1.8113	制造业城镇	人员
2739	制造业城镇私营企业和个体就业人员	西藏自治区	2009	1.6559	制造业城镇	人员
2740	制造业城镇私营企业和个体就业人员	陕西省	2018		制造业城镇	人员
2741	制造业城镇私营企业和个体就业人员	陕西省	2017	31.3025	制造业城镇	人员
2742	制造业城镇私营企业和个体就业人员	陕西省	2016	28.8902	制造业城镇	人员
2743	制造业城镇私营企业和个体就业人员	陕西省	2015	28.1206	制造业城镇	人员
2744	制造业城镇私营企业和个体就业人员	陕西省	2014	26.0495	制造业城镇	人员
2745	制造业城镇私营企业和个体就业人员	陕西省	2013	22.4056	制造业城镇	人员
2746	制造业城镇私营企业和个体就业人员	陕西省	2012	21.1083	制造业城镇	人员
2747	制造业城镇私营企业和个体就业人员	陕西省	2011	21.8588	制造业城镇	人员
2748	制造业城镇私营企业和个体就业人员	陕西省	2010	47.223	制造业城镇	人员
2749	制造业城镇私营企业和个体就业人员	陕西省	2009	18.4408	制造业城镇	人员
2750	制造业城镇私营企业和个体就业人员	甘肃省	2018		制造业城镇	人员
2751	制造业城镇私营企业和个体就业人员	甘肃省	2017	15.037	制造业城镇	人员
2752	制造业城镇私营企业和个体就业人员	甘肃省	2016	14.0769	制造业城镇	人员
2753	制造业城镇私营企业和个体就业人员	甘肃省	2015	14.6204	制造业城镇	人员
2754	制造业城镇私营企业和个体就业人员	甘肃省	2014	13.622	制造业城镇	人员
2755	制造业城镇私营企业和个体就业人员	甘肃省	2013	12.8232	制造业城镇	人员
2756	制造业城镇私营企业和个体就业人员	甘肃省	2012	12.1625	制造业城镇	人员
2757	制造业城镇私营企业和个体就业人员	甘肃省	2011	12.1727	制造业城镇	人员
2758	制造业城镇私营企业和个体就业人员	甘肃省	2010	11.6111	制造业城镇	人员
2759	制造业城镇私营企业和个体就业人员	甘肃省	2009	10.4896	制造业城镇	人员
2760	制造业城镇私营企业和个体就业人员	青海省	2018		制造业城镇	人员
2761	制造业城镇私营企业和个体就业人员	青海省	2017	4.9267	制造业城镇	人员
2762	制造业城镇私营企业和个体就业人员	青海省	2016	4.0738	制造业城镇	人员
2763	制造业城镇私营企业和个体就业人员	青海省	2015	3.5226	制造业城镇	人员
2764	制造业城镇私营企业和个体就业人员	青海省	2014	4.3894	制造业城镇	人员
2765	制造业城镇私营企业和个体就业人员	青海省	2013	4.0926	制造业城镇	人员
2766	制造业城镇私营企业和个体就业人员	青海省	2012	4.334	制造业城镇	人员
2767	制造业城镇私营企业和个体就业人员	青海省	2011	4.5563	制造业城镇	人员
2768	制造业城镇私营企业和个体就业人员	青海省	2010	5.1558	制造业城镇	人员
2769	制造业城镇私营企业和个体就业人员	青海省	2009	4.6594	制造业城镇	人员
2770	制造业城镇私营企业和个体就业人员	宁夏回族自治区	2018		制造业城镇	人员
2771	制造业城镇私营企业和个体就业人员	宁夏回族自治区	2017	5.9316	制造业城镇	人员
2772	制造业城镇私营企业和个体就业人员	宁夏回族自治区	2016	5.2703	制造业城镇	人员
2773	制造业城镇私营企业和个体就业人员	宁夏回族自治区	2015	5.5499	制造业城镇	人员
2774	制造业城镇私营企业和个体就业人员	宁夏回族自治区	2014	5.2716	制造业城镇	人员
2775	制造业城镇私营企业和个体就业人员	宁夏回族自治区	2013	4.2236	制造业城镇	人员
2776	制造业城镇私营企业和个体就业人员	宁夏回族自治区	2012	5.6666	制造业城镇	人员
2777	制造业城镇私营企业和个体就业人员	宁夏回族自治区	2011	5.8932	制造业城镇	人员
2778	制造业城镇私营企业和个体就业人员	宁夏回族自治区	2010	5.2313	制造业城镇	人员
2779	制造业城镇私营企业和个体就业人员	宁夏回族自治区	2009	5.711	制造业城镇	人员
2780	制造业城镇私营企业和个体就业人员	新疆维吾尔自治区	2018		制造业城镇	人员
2781	制造业城镇私营企业和个体就业人员	新疆维吾尔自治区	2017	32.8013	制造业城镇	人员
2782	制造业城镇私营企业和个体就业人员	新疆维吾尔自治区	2016	31.0398	制造业城镇	人员
2783	制造业城镇私营企业和个体就业人员	新疆维吾尔自治区	2015	28.2477	制造业城镇	人员
2784	制造业城镇私营企业和个体就业人员	新疆维吾尔自治区	2014	25.8086	制造业城镇	人员
2785	制造业城镇私营企业和个体就业人员	新疆维吾尔自治区	2013	20.2139	制造业城镇	人员
2786	制造业城镇私营企业和个体就业人员	新疆维吾尔自治区	2012	22.6962	制造业城镇	人员
2787	制造业城镇私营企业和个体就业人员	新疆维吾尔自治区	2011	21.638	制造业城镇	人员
2788	制造业城镇私营企业和个体就业人员	新疆维吾尔自治区	2010	16.2606	制造业城镇	人员
2789	制造业城镇私营企业和个体就业人员	新疆维吾尔自治区	2009	16.3136	制造业城镇	人员
2790	建筑业城镇私营企业和个体就业人员	北京市	2018		建筑业城镇	人员
2791	建筑业城镇私营企业和个体就业人员	北京市	2017	30.8105	建筑业城镇	人员
2792	建筑业城镇私营企业和个体就业人员	北京市	2016	32.1769	建筑业城镇	人员
2793	建筑业城镇私营企业和个体就业人员	北京市	2015	35.882	建筑业城镇	人员
2794	建筑业城镇私营企业和个体就业人员	北京市	2014	32.219	建筑业城镇	人员
2795	建筑业城镇私营企业和个体就业人员	北京市	2013	12.9222	建筑业城镇	人员
2796	建筑业城镇私营企业和个体就业人员	北京市	2012	10.1721	建筑业城镇	人员
2797	建筑业城镇私营企业和个体就业人员	北京市	2011	9.5426	建筑业城镇	人员
2798	建筑业城镇私营企业和个体就业人员	北京市	2010	8.7185	建筑业城镇	人员
2799	建筑业城镇私营企业和个体就业人员	北京市	2009	7.8583	建筑业城镇	人员
2800	建筑业城镇私营企业和个体就业人员	天津市	2018		建筑业城镇	人员
2801	建筑业城镇私营企业和个体就业人员	天津市	2017	8.2777	建筑业城镇	人员
2802	建筑业城镇私营企业和个体就业人员	天津市	2016	7.6188	建筑业城镇	人员
2803	建筑业城镇私营企业和个体就业人员	天津市	2015	6.7474	建筑业城镇	人员
2804	建筑业城镇私营企业和个体就业人员	天津市	2014	6.1557	建筑业城镇	人员
2805	建筑业城镇私营企业和个体就业人员	天津市	2013	5.7846	建筑业城镇	人员
2806	建筑业城镇私营企业和个体就业人员	天津市	2012	5.5603	建筑业城镇	人员
2807	建筑业城镇私营企业和个体就业人员	天津市	2011	5.5469	建筑业城镇	人员
2808	建筑业城镇私营企业和个体就业人员	天津市	2010	5.4284	建筑业城镇	人员
2809	建筑业城镇私营企业和个体就业人员	天津市	2009	4.8839	建筑业城镇	人员
2810	建筑业城镇私营企业和个体就业人员	河北省	2018		建筑业城镇	人员
2811	建筑业城镇私营企业和个体就业人员	河北省	2017	19.3122	建筑业城镇	人员
2812	建筑业城镇私营企业和个体就业人员	河北省	2016	15.2775	建筑业城镇	人员
2813	建筑业城镇私营企业和个体就业人员	河北省	2015	12.0723	建筑业城镇	人员
2814	建筑业城镇私营企业和个体就业人员	河北省	2014	10.1885	建筑业城镇	人员
2815	建筑业城镇私营企业和个体就业人员	河北省	2013	8.6315	建筑业城镇	人员
2816	建筑业城镇私营企业和个体就业人员	河北省	2012	9.2826	建筑业城镇	人员
2817	建筑业城镇私营企业和个体就业人员	河北省	2011	12.5003	建筑业城镇	人员
2818	建筑业城镇私营企业和个体就业人员	河北省	2010	9.5852	建筑业城镇	人员
2819	建筑业城镇私营企业和个体就业人员	河北省	2009	7.0971	建筑业城镇	人员
2820	建筑业城镇私营企业和个体就业人员	山西省	2018		建筑业城镇	人员
2821	建筑业城镇私营企业和个体就业人员	山西省	2017	11.8106	建筑业城镇	人员
2822	建筑业城镇私营企业和个体就业人员	山西省	2016	11.8233	建筑业城镇	人员
2823	建筑业城镇私营企业和个体就业人员	山西省	2015	11.9784	建筑业城镇	人员
2824	建筑业城镇私营企业和个体就业人员	山西省	2014	12.2139	建筑业城镇	人员
2825	建筑业城镇私营企业和个体就业人员	山西省	2013	10.3185	建筑业城镇	人员
2826	建筑业城镇私营企业和个体就业人员	山西省	2012	8.9758	建筑业城镇	人员
2827	建筑业城镇私营企业和个体就业人员	山西省	2011	5.4981	建筑业城镇	人员
2828	建筑业城镇私营企业和个体就业人员	山西省	2010	3.9615	建筑业城镇	人员
2829	建筑业城镇私营企业和个体就业人员	山西省	2009	2.8578	建筑业城镇	人员
2830	建筑业城镇私营企业和个体就业人员	内蒙古自治区	2018		建筑业城镇	人员
2831	建筑业城镇私营企业和个体就业人员	内蒙古自治区	2017	18.3912	建筑业城镇	人员
2832	建筑业城镇私营企业和个体就业人员	内蒙古自治区	2016	13.3109	建筑业城镇	人员
2833	建筑业城镇私营企业和个体就业人员	内蒙古自治区	2015	11.5427	建筑业城镇	人员
2834	建筑业城镇私营企业和个体就业人员	内蒙古自治区	2014	10.4427	建筑业城镇	人员
2835	建筑业城镇私营企业和个体就业人员	内蒙古自治区	2013	8.4284	建筑业城镇	人员
2836	建筑业城镇私营企业和个体就业人员	内蒙古自治区	2012	11.702	建筑业城镇	人员
2837	建筑业城镇私营企业和个体就业人员	内蒙古自治区	2011	7.9839	建筑业城镇	人员
2838	建筑业城镇私营企业和个体就业人员	内蒙古自治区	2010	7.5732	建筑业城镇	人员
2839	建筑业城镇私营企业和个体就业人员	内蒙古自治区	2009	6.459	建筑业城镇	人员
2840	建筑业城镇私营企业和个体就业人员	辽宁省	2018		建筑业城镇	人员
2841	建筑业城镇私营企业和个体就业人员	辽宁省	2017	34.8461	建筑业城镇	人员
2842	建筑业城镇私营企业和个体就业人员	辽宁省	2016	25.8546	建筑业城镇	人员
2843	建筑业城镇私营企业和个体就业人员	辽宁省	2015	26.8178	建筑业城镇	人员
2844	建筑业城镇私营企业和个体就业人员	辽宁省	2014	45.1383	建筑业城镇	人员
2845	建筑业城镇私营企业和个体就业人员	辽宁省	2013	40.5287	建筑业城镇	人员
2846	建筑业城镇私营企业和个体就业人员	辽宁省	2012	34.6807	建筑业城镇	人员
2847	建筑业城镇私营企业和个体就业人员	辽宁省	2011	32.978	建筑业城镇	人员
2848	建筑业城镇私营企业和个体就业人员	辽宁省	2010	27.0174	建筑业城镇	人员
2849	建筑业城镇私营企业和个体就业人员	辽宁省	2009	24.8844	建筑业城镇	人员
2850	建筑业城镇私营企业和个体就业人员	吉林省	2018		建筑业城镇	人员
2851	建筑业城镇私营企业和个体就业人员	吉林省	2017	34.7555	建筑业城镇	人员
2852	建筑业城镇私营企业和个体就业人员	吉林省	2016	34.5107	建筑业城镇	人员
2853	建筑业城镇私营企业和个体就业人员	吉林省	2015	35.2761	建筑业城镇	人员
2854	建筑业城镇私营企业和个体就业人员	吉林省	2014	31.589000000000002	建筑业城镇	人员
2855	建筑业城镇私营企业和个体就业人员	吉林省	2013	30.1254	建筑业城镇	人员
2856	建筑业城镇私营企业和个体就业人员	吉林省	2012	19.1138	建筑业城镇	人员
2857	建筑业城镇私营企业和个体就业人员	吉林省	2011	28.5805	建筑业城镇	人员
2858	建筑业城镇私营企业和个体就业人员	吉林省	2010	27.2673	建筑业城镇	人员
2859	建筑业城镇私营企业和个体就业人员	吉林省	2009	6.94	建筑业城镇	人员
2860	建筑业城镇私营企业和个体就业人员	黑龙江省	2018		建筑业城镇	人员
2861	建筑业城镇私营企业和个体就业人员	黑龙江省	2017	6.5235	建筑业城镇	人员
2862	建筑业城镇私营企业和个体就业人员	黑龙江省	2016	5.1181	建筑业城镇	人员
2863	建筑业城镇私营企业和个体就业人员	黑龙江省	2015	3.8017	建筑业城镇	人员
2864	建筑业城镇私营企业和个体就业人员	黑龙江省	2014	11.6216	建筑业城镇	人员
2865	建筑业城镇私营企业和个体就业人员	黑龙江省	2013	13.9331	建筑业城镇	人员
2866	建筑业城镇私营企业和个体就业人员	黑龙江省	2012	12.431	建筑业城镇	人员
2867	建筑业城镇私营企业和个体就业人员	黑龙江省	2011	11.1207	建筑业城镇	人员
2868	建筑业城镇私营企业和个体就业人员	黑龙江省	2010	8.7517	建筑业城镇	人员
2869	建筑业城镇私营企业和个体就业人员	黑龙江省	2009	7.3558	建筑业城镇	人员
2870	建筑业城镇私营企业和个体就业人员	上海市	2018		建筑业城镇	人员
2871	建筑业城镇私营企业和个体就业人员	上海市	2017	44.7238	建筑业城镇	人员
2872	建筑业城镇私营企业和个体就业人员	上海市	2016	40.3471	建筑业城镇	人员
2873	建筑业城镇私营企业和个体就业人员	上海市	2015	37.6461	建筑业城镇	人员
2874	建筑业城镇私营企业和个体就业人员	上海市	2014	34.0161	建筑业城镇	人员
2875	建筑业城镇私营企业和个体就业人员	上海市	2013	29.8266	建筑业城镇	人员
2876	建筑业城镇私营企业和个体就业人员	上海市	2012	28.1088	建筑业城镇	人员
2877	建筑业城镇私营企业和个体就业人员	上海市	2011	26.8405	建筑业城镇	人员
2878	建筑业城镇私营企业和个体就业人员	上海市	2010	25.8568	建筑业城镇	人员
2879	建筑业城镇私营企业和个体就业人员	上海市	2009	24.3712	建筑业城镇	人员
2880	建筑业城镇私营企业和个体就业人员	江苏省	2018		建筑业城镇	人员
2881	建筑业城镇私营企业和个体就业人员	江苏省	2017	203.1463	建筑业城镇	人员
2882	建筑业城镇私营企业和个体就业人员	江苏省	2016	183.824	建筑业城镇	人员
2883	建筑业城镇私营企业和个体就业人员	江苏省	2015	170.8939	建筑业城镇	人员
2884	建筑业城镇私营企业和个体就业人员	江苏省	2014	160.5254	建筑业城镇	人员
2885	建筑业城镇私营企业和个体就业人员	江苏省	2013	144.7056	建筑业城镇	人员
2886	建筑业城镇私营企业和个体就业人员	江苏省	2012	119.1148	建筑业城镇	人员
2887	建筑业城镇私营企业和个体就业人员	江苏省	2011	113.8389	建筑业城镇	人员
2888	建筑业城镇私营企业和个体就业人员	江苏省	2010	109.5295	建筑业城镇	人员
2889	建筑业城镇私营企业和个体就业人员	江苏省	2009	104.1808	建筑业城镇	人员
2890	建筑业城镇私营企业和个体就业人员	浙江省	2018		建筑业城镇	人员
2891	建筑业城镇私营企业和个体就业人员	浙江省	2017	67.899	建筑业城镇	人员
2892	建筑业城镇私营企业和个体就业人员	浙江省	2016	74.563	建筑业城镇	人员
2893	建筑业城镇私营企业和个体就业人员	浙江省	2015	70.7963	建筑业城镇	人员
2894	建筑业城镇私营企业和个体就业人员	浙江省	2014	50.1277	建筑业城镇	人员
2895	建筑业城镇私营企业和个体就业人员	浙江省	2013	45.2155	建筑业城镇	人员
2896	建筑业城镇私营企业和个体就业人员	浙江省	2012	38.6406	建筑业城镇	人员
2897	建筑业城镇私营企业和个体就业人员	浙江省	2011	38.4619	建筑业城镇	人员
2898	建筑业城镇私营企业和个体就业人员	浙江省	2010	33.9997	建筑业城镇	人员
2899	建筑业城镇私营企业和个体就业人员	浙江省	2009	31.9446	建筑业城镇	人员
2900	建筑业城镇私营企业和个体就业人员	安徽省	2018		建筑业城镇	人员
2901	建筑业城镇私营企业和个体就业人员	安徽省	2017	44.5469	建筑业城镇	人员
2902	建筑业城镇私营企业和个体就业人员	安徽省	2016	37.7253	建筑业城镇	人员
2903	建筑业城镇私营企业和个体就业人员	安徽省	2015	30.8724	建筑业城镇	人员
2904	建筑业城镇私营企业和个体就业人员	安徽省	2014	26.1678	建筑业城镇	人员
2905	建筑业城镇私营企业和个体就业人员	安徽省	2013	21.7945	建筑业城镇	人员
2906	建筑业城镇私营企业和个体就业人员	安徽省	2012	17.6636	建筑业城镇	人员
2907	建筑业城镇私营企业和个体就业人员	安徽省	2011	13.9283	建筑业城镇	人员
2908	建筑业城镇私营企业和个体就业人员	安徽省	2010	11.0489	建筑业城镇	人员
2909	建筑业城镇私营企业和个体就业人员	安徽省	2009	6.9666	建筑业城镇	人员
2910	建筑业城镇私营企业和个体就业人员	福建省	2018		建筑业城镇	人员
2911	建筑业城镇私营企业和个体就业人员	福建省	2017	49.6061	建筑业城镇	人员
2912	建筑业城镇私营企业和个体就业人员	福建省	2016	40.4084	建筑业城镇	人员
2913	建筑业城镇私营企业和个体就业人员	福建省	2015	28.9829	建筑业城镇	人员
2914	建筑业城镇私营企业和个体就业人员	福建省	2014	24.5195	建筑业城镇	人员
2915	建筑业城镇私营企业和个体就业人员	福建省	2013	21.1097	建筑业城镇	人员
2916	建筑业城镇私营企业和个体就业人员	福建省	2012	17.7504	建筑业城镇	人员
2917	建筑业城镇私营企业和个体就业人员	福建省	2011	14.8268	建筑业城镇	人员
2918	建筑业城镇私营企业和个体就业人员	福建省	2010	8.6203	建筑业城镇	人员
2919	建筑业城镇私营企业和个体就业人员	福建省	2009	9.3633	建筑业城镇	人员
2920	建筑业城镇私营企业和个体就业人员	江西省	2018		建筑业城镇	人员
2921	建筑业城镇私营企业和个体就业人员	江西省	2017	31.0868	建筑业城镇	人员
2922	建筑业城镇私营企业和个体就业人员	江西省	2016	27.5086	建筑业城镇	人员
2923	建筑业城镇私营企业和个体就业人员	江西省	2015	20.207	建筑业城镇	人员
2924	建筑业城镇私营企业和个体就业人员	江西省	2014	16.8697	建筑业城镇	人员
2925	建筑业城镇私营企业和个体就业人员	江西省	2013	11.2507	建筑业城镇	人员
2926	建筑业城镇私营企业和个体就业人员	江西省	2012	6.651	建筑业城镇	人员
2927	建筑业城镇私营企业和个体就业人员	江西省	2011	6.7937	建筑业城镇	人员
2928	建筑业城镇私营企业和个体就业人员	江西省	2010	4.0008	建筑业城镇	人员
2929	建筑业城镇私营企业和个体就业人员	江西省	2009	4.8226	建筑业城镇	人员
2930	建筑业城镇私营企业和个体就业人员	山东省	2018		建筑业城镇	人员
2931	建筑业城镇私营企业和个体就业人员	山东省	2017	43.7966	建筑业城镇	人员
2932	建筑业城镇私营企业和个体就业人员	山东省	2016	41.8286	建筑业城镇	人员
2933	建筑业城镇私营企业和个体就业人员	山东省	2015	41.8202	建筑业城镇	人员
2934	建筑业城镇私营企业和个体就业人员	山东省	2014	40.2675	建筑业城镇	人员
2935	建筑业城镇私营企业和个体就业人员	山东省	2013	37.6407	建筑业城镇	人员
2936	建筑业城镇私营企业和个体就业人员	山东省	2012	36.8525	建筑业城镇	人员
2937	建筑业城镇私营企业和个体就业人员	山东省	2011	35.771	建筑业城镇	人员
2938	建筑业城镇私营企业和个体就业人员	山东省	2010	30.2718	建筑业城镇	人员
2939	建筑业城镇私营企业和个体就业人员	山东省	2009	25.0966	建筑业城镇	人员
2940	建筑业城镇私营企业和个体就业人员	河南省	2018		建筑业城镇	人员
2941	建筑业城镇私营企业和个体就业人员	河南省	2017	38.0838	建筑业城镇	人员
2942	建筑业城镇私营企业和个体就业人员	河南省	2016	27.5121	建筑业城镇	人员
2943	建筑业城镇私营企业和个体就业人员	河南省	2015	21.0339	建筑业城镇	人员
2944	建筑业城镇私营企业和个体就业人员	河南省	2014	17.2049	建筑业城镇	人员
2945	建筑业城镇私营企业和个体就业人员	河南省	2013	11.9158	建筑业城镇	人员
2946	建筑业城镇私营企业和个体就业人员	河南省	2012	14.7241	建筑业城镇	人员
2947	建筑业城镇私营企业和个体就业人员	河南省	2011	13.1327	建筑业城镇	人员
2948	建筑业城镇私营企业和个体就业人员	河南省	2010	12.5495	建筑业城镇	人员
2949	建筑业城镇私营企业和个体就业人员	河南省	2009	11.2692	建筑业城镇	人员
2950	建筑业城镇私营企业和个体就业人员	湖北省	2018		建筑业城镇	人员
2951	建筑业城镇私营企业和个体就业人员	湖北省	2017	38.5455	建筑业城镇	人员
2952	建筑业城镇私营企业和个体就业人员	湖北省	2016	37.3243	建筑业城镇	人员
2953	建筑业城镇私营企业和个体就业人员	湖北省	2015	34.9671	建筑业城镇	人员
2954	建筑业城镇私营企业和个体就业人员	湖北省	2014	31.7285	建筑业城镇	人员
2955	建筑业城镇私营企业和个体就业人员	湖北省	2013	17.1573	建筑业城镇	人员
2956	建筑业城镇私营企业和个体就业人员	湖北省	2012	25.7357	建筑业城镇	人员
2957	建筑业城镇私营企业和个体就业人员	湖北省	2011	21.1161	建筑业城镇	人员
2958	建筑业城镇私营企业和个体就业人员	湖北省	2010	19.3957	建筑业城镇	人员
2959	建筑业城镇私营企业和个体就业人员	湖北省	2009	17.8643	建筑业城镇	人员
2960	建筑业城镇私营企业和个体就业人员	湖南省	2018		建筑业城镇	人员
2961	建筑业城镇私营企业和个体就业人员	湖南省	2017	11.1956	建筑业城镇	人员
2962	建筑业城镇私营企业和个体就业人员	湖南省	2016	8.3874	建筑业城镇	人员
2963	建筑业城镇私营企业和个体就业人员	湖南省	2015	37.6847	建筑业城镇	人员
2964	建筑业城镇私营企业和个体就业人员	湖南省	2014	27.6928	建筑业城镇	人员
2965	建筑业城镇私营企业和个体就业人员	湖南省	2013	19.5192	建筑业城镇	人员
2966	建筑业城镇私营企业和个体就业人员	湖南省	2012	17.492	建筑业城镇	人员
2967	建筑业城镇私营企业和个体就业人员	湖南省	2011	14.4849	建筑业城镇	人员
2968	建筑业城镇私营企业和个体就业人员	湖南省	2010	12.5045	建筑业城镇	人员
2969	建筑业城镇私营企业和个体就业人员	湖南省	2009	9.9421	建筑业城镇	人员
2970	建筑业城镇私营企业和个体就业人员	广东省	2018		建筑业城镇	人员
2971	建筑业城镇私营企业和个体就业人员	广东省	2017	100.4818	建筑业城镇	人员
2972	建筑业城镇私营企业和个体就业人员	广东省	2016	81.6045	建筑业城镇	人员
2973	建筑业城镇私营企业和个体就业人员	广东省	2015	63.8919	建筑业城镇	人员
2974	建筑业城镇私营企业和个体就业人员	广东省	2014	50.9933	建筑业城镇	人员
2975	建筑业城镇私营企业和个体就业人员	广东省	2013	41.6072	建筑业城镇	人员
2976	建筑业城镇私营企业和个体就业人员	广东省	2012	39.3122	建筑业城镇	人员
2977	建筑业城镇私营企业和个体就业人员	广东省	2011	34.7632	建筑业城镇	人员
2978	建筑业城镇私营企业和个体就业人员	广东省	2010	30.2874	建筑业城镇	人员
2979	建筑业城镇私营企业和个体就业人员	广东省	2009	27.3596	建筑业城镇	人员
2980	建筑业城镇私营企业和个体就业人员	广西壮族自治区	2018		建筑业城镇	人员
